date,country_code,device_code,app_id,product_id,product_version,one_star_cumulative,two_star_cumulative,three_star_cumulative,four_star_cumulative,five_star_cumulative,total_count_cumulative,average_star_cumulative,favorable_ratings_percentage_cumulative,neutral_ratings_percentage_cumulative,critical_ratings_percentage_cumulative,one_star_public,two_star_public,three_star_public,four_star_public,five_star_public,total_count_public,average_star_public,favorable_ratings_percentage_public,neutral_ratings_percentage_public,critical_ratings_percentage_public,one_star_incremental,two_star_incremental,three_star_incremental,four_star_incremental,five_star_incremental,total_count_incremental,average_star_incremental,favorable_ratings_percentage_incremental,neutral_ratings_percentage_incremental,critical_ratings_percentage_incremental,app_name,product_name,company_name,publisher_name,market_code,category_name
2024-10-28,US,ios-all,1621328561,1621328561,,47067,18528,61567,201828,2416372,2745362,4.792809,0.953681,0.022426,0.023893,47067,18528,61567,201828,2416372,2745362,4.792809,0.953681,0.022426,0.023893,47,21,75,224,2403,2770,4.774368,0.948375,0.027076,0.024549,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-10-29,US,ios-all,1621328561,1621328561,,47089,18536,61606,201937,2417731,2746899,4.792816,0.953682,0.022427,0.023891,47089,18536,61606,201937,2417731,2746899,4.792816,0.953682,0.022427,0.023891,22,8,39,109,1359,1537,4.805465,0.955107,0.025374,0.019519,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-10-30,US,ios-all,1621328561,1621328561,,47060,18521,61634,202067,2419426,2748708,4.792943,0.953718,0.022423,0.023859,47060,18521,61634,202067,2419426,2748708,4.792943,0.953718,0.022423,0.023859,-29,-15,28,130,1695,1809,4.899622,0.984889,0.015111,0.0,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-10-31,US,ios-all,1621328561,1621328561,,47082,18530,61669,202182,2420847,2750310,4.792955,0.953721,0.022423,0.023856,47082,18530,61669,202182,2420847,2750310,4.792955,0.953721,0.022423,0.023856,22,9,35,115,1421,1602,4.812734,0.958801,0.021848,0.019351,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-01,US,ios-all,1621328561,1621328561,,47106,18539,61710,202315,2422344,2752014,4.79296,0.953723,0.022424,0.023853,47106,18539,61710,202315,2422344,2752014,4.79296,0.953723,0.022424,0.023853,24,9,41,133,1497,1704,4.801643,0.956573,0.024061,0.019366,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-02,US,ios-all,1621328561,1621328561,,47119,18542,61724,202387,2422917,2752689,4.792953,0.953723,0.022423,0.023853,47119,18542,61724,202387,2422917,2752689,4.792953,0.953723,0.022423,0.023853,13,3,14,72,573,675,4.761481,0.955556,0.020741,0.023704,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-03,US,ios-all,1621328561,1621328561,,47142,18558,61761,202508,2424366,2754335,4.792955,0.953723,0.022423,0.023853,47142,18558,61761,202508,2424366,2754335,4.792955,0.953723,0.022423,0.023853,23,16,37,121,1449,1646,4.796476,0.953827,0.022479,0.023694,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-04,US,ios-all,1621328561,1621328561,,47168,18575,61798,202649,2426042,2756232,4.792963,0.953726,0.022421,0.023852,47168,18575,61798,202649,2426042,2756232,4.792963,0.953726,0.022421,0.023852,26,17,37,141,1676,1897,4.804955,0.957828,0.019504,0.022667,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-05,US,ios-all,1621328561,1621328561,,47195,18591,61844,202796,2427858,2758284,4.792974,0.953728,0.022421,0.02385,47195,18591,61844,202796,2427858,2758284,4.792974,0.953728,0.022421,0.02385,27,16,46,147,1816,2052,4.807505,0.956628,0.022417,0.020955,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-06,US,ios-all,1621328561,1621328561,,47227,18602,61898,202969,2429813,2760509,4.792981,0.953731,0.022423,0.023847,47227,18602,61898,202969,2429813,2760509,4.792981,0.953731,0.022423,0.023847,32,11,54,173,1955,2225,4.801348,0.956404,0.02427,0.019326,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-07,US,ios-all,1621328561,1621328561,,47227,18603,61919,203031,2430552,2761332,4.793004,0.953736,0.022424,0.02384,47227,18603,61919,203031,2430552,2761332,4.793004,0.953736,0.022424,0.02384,0,1,21,62,739,823,4.869988,0.973269,0.025516,0.001215,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-08,US,ios-all,1621328561,1621328561,,47266,18623,61953,203162,2432015,2763019,4.79298,0.953731,0.022422,0.023847,47266,18623,61953,203162,2432015,2763019,4.79298,0.953731,0.022422,0.023847,39,20,34,131,1463,1687,4.754001,0.944873,0.020154,0.034973,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-09,US,ios-all,1621328561,1621328561,,47285,18632,61982,203253,2433058,2764210,4.792978,0.95373,0.022423,0.023847,47285,18632,61982,203253,2433058,2764210,4.792978,0.95373,0.022423,0.023847,19,9,29,91,1043,1191,4.788413,0.952141,0.024349,0.02351,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-10,US,ios-all,1621328561,1621328561,,47288,18643,62019,203346,2434217,2765513,4.792999,0.953734,0.022426,0.02384,47288,18643,62019,203346,2434217,2765513,4.792999,0.953734,0.022426,0.02384,3,11,37,93,1159,1303,4.837299,0.96086,0.028396,0.010744,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-11,US,ios-all,1621328561,1621328561,,47325,18658,62066,203467,2435824,2767340,4.792988,0.953728,0.022428,0.023843,47325,18658,62066,203467,2435824,2767340,4.792988,0.953728,0.022428,0.023843,37,15,47,121,1607,1827,4.776683,0.945813,0.025725,0.028462,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-12,US,ios-all,1621328561,1621328561,,47371,18678,62140,203660,2438037,2769886,4.792967,0.95372,0.022434,0.023845,47371,18678,62140,203660,2438037,2769886,4.792967,0.95372,0.022434,0.023845,46,20,74,193,2213,2546,4.770228,0.945012,0.029065,0.025923,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-13,US,ios-all,1621328561,1621328561,,47373,18677,62151,203717,2438731,2770649,4.792994,0.953729,0.022432,0.023839,47373,18677,62151,203717,2438731,2770649,4.792994,0.953729,0.022432,0.023839,2,-1,11,57,694,763,4.886126,0.982984,0.014398,0.002618,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-14,US,ios-all,1621328561,1621328561,,47401,18690,62199,203848,2440656,2772794,4.793017,0.953733,0.022432,0.023836,47401,18690,62199,203848,2440656,2772794,4.793017,0.953733,0.022432,0.023836,28,13,48,131,1925,2145,4.823776,0.958508,0.022378,0.019114,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-15,US,ios-all,1621328561,1621328561,,47418,18702,62236,203965,2442020,2774341,4.793027,0.953735,0.022433,0.023833,47418,18702,62236,203965,2442020,2774341,4.793027,0.953735,0.022433,0.023833,17,12,37,117,1364,1547,4.809308,0.957337,0.023917,0.018746,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-16,US,ios-all,1621328561,1621328561,,47436,18714,62273,204082,2443383,2775888,4.793034,0.953736,0.022434,0.02383,47436,18714,62273,204082,2443383,2775888,4.793034,0.953736,0.022434,0.02383,18,12,37,117,1363,1547,4.806723,0.95669,0.023917,0.019392,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-17,US,ios-all,1621328561,1621328561,,47457,18729,62297,204152,2444295,2776930,4.793023,0.953732,0.022434,0.023834,47457,18729,62297,204152,2444295,2776930,4.793023,0.953732,0.022434,0.023834,21,15,24,70,912,1042,4.762956,0.942418,0.023033,0.034549,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-18,US,ios-all,1621328561,1621328561,,47497,18738,62332,204281,2445699,2778547,4.793004,0.953729,0.022433,0.023838,47497,18738,62332,204281,2445699,2778547,4.793004,0.953729,0.022433,0.023838,40,9,35,129,1404,1617,4.761286,0.948052,0.021645,0.030303,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-19,US,ios-all,1621328561,1621328561,,47562,18754,62397,204446,2447519,2780678,4.792946,0.953712,0.022439,0.023849,47562,18754,62397,204446,2447519,2780678,4.792946,0.953712,0.022439,0.023849,65,16,65,165,1820,2131,4.717034,0.931488,0.030502,0.03801,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-20,US,ios-all,1621328561,1621328561,,47582,18768,62438,204595,2449224,2782607,4.792963,0.953717,0.022439,0.023845,47582,18768,62438,204595,2449224,2782607,4.792963,0.953717,0.022439,0.023845,20,14,41,149,1705,1929,4.817004,0.96112,0.021255,0.017626,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-21,US,ios-all,1621328561,1621328561,,47594,18774,62451,204644,2449931,2783394,4.792971,0.953719,0.022437,0.023844,47594,18774,62451,204644,2449931,2783394,4.792971,0.953719,0.022437,0.023844,12,6,13,49,707,787,4.820839,0.96061,0.016518,0.022872,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-22,US,ios-all,1621328561,1621328561,,47690,18792,62504,204803,2451861,2785650,4.792886,0.953696,0.022438,0.023866,47690,18792,62504,204803,2451861,2785650,4.792886,0.953696,0.022438,0.023866,96,18,53,159,1930,2256,4.688387,0.925975,0.023493,0.050532,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-23,US,ios-all,1621328561,1621328561,,47698,18804,62512,204856,2452649,2786519,4.792901,0.953701,0.022434,0.023866,47698,18804,62512,204856,2452649,2786519,4.792901,0.953701,0.022434,0.023866,8,12,8,53,788,869,4.842348,0.967779,0.009206,0.023015,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-24,US,ios-all,1621328561,1621328561,,47765,18838,62554,205006,2454317,2788480,4.792831,0.953682,0.022433,0.023885,47765,18838,62554,205006,2454317,2788480,4.792831,0.953682,0.022433,0.023885,67,34,42,150,1668,1961,4.691994,0.927078,0.021418,0.051504,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-25,US,ios-all,1621328561,1621328561,,47795,18843,62582,205094,2455318,2789632,4.792816,0.953678,0.022434,0.023888,47795,18843,62582,205094,2455318,2789632,4.792816,0.953678,0.022434,0.023888,30,5,28,88,1001,1152,4.757812,0.945312,0.024306,0.030382,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-26,US,ios-all,1621328561,1621328561,,47850,18860,62631,205234,2457203,2791778,4.792793,0.953671,0.022434,0.023895,47850,18860,62631,205234,2457203,2791778,4.792793,0.953671,0.022434,0.023895,55,17,49,140,1885,2146,4.762815,0.943616,0.022833,0.033551,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-27,US,ios-all,1621328561,1621328561,,47898,18874,62655,205303,2458136,2792866,4.792748,0.953658,0.022434,0.023908,47898,18874,62655,205303,2458136,2792866,4.792748,0.953658,0.022434,0.023908,48,14,24,69,933,1088,4.67739,0.920956,0.022059,0.056985,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-28,US,ios-all,1621328561,1621328561,,47933,18883,62694,205450,2459563,2794523,4.792731,0.953656,0.022435,0.02391,47933,18883,62694,205450,2459563,2794523,4.792731,0.953656,0.022435,0.02391,35,9,39,147,1427,1657,4.763428,0.949909,0.023537,0.026554,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-29,US,ios-all,1621328561,1621328561,,47959,18898,62740,205627,2461423,2796647,4.792739,0.95366,0.022434,0.023906,47959,18898,62740,205627,2461423,2796647,4.792739,0.95366,0.022434,0.023906,26,15,46,177,1860,2124,4.803202,0.95904,0.021657,0.019303,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-11-30,US,ios-all,1621328561,1621328561,,47970,18902,62767,205720,2462402,2797761,4.792749,0.953663,0.022435,0.023902,47970,18902,62767,205720,2462402,2797761,4.792749,0.953663,0.022435,0.023902,11,4,27,93,979,1114,4.817774,0.962298,0.024237,0.013465,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-01,US,ios-all,1621328561,1621328561,,47995,18917,62828,205897,2464530,2800167,4.792768,0.953667,0.022437,0.023896,47995,18917,62828,205897,2464530,2800167,4.792768,0.953667,0.022437,0.023896,25,15,61,177,2128,2406,4.815461,0.958022,0.025353,0.016625,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-02,US,ios-all,1621328561,1621328561,,48154,18926,62861,206051,2466098,2802090,4.792595,0.953627,0.022434,0.023939,48154,18926,62861,206051,2466098,2802090,4.792595,0.953627,0.022434,0.023939,159,9,33,154,1568,1923,4.540822,0.895476,0.017161,0.087363,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-03,US,ios-all,1621328561,1621328561,,48237,18944,62908,206256,2468179,2804524,4.792531,0.953615,0.022431,0.023955,48237,18944,62908,206256,2468179,2804524,4.792531,0.953615,0.022431,0.023955,83,18,47,205,2081,2434,4.71857,0.939195,0.01931,0.041495,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-04,US,ios-all,1621328561,1621328561,,48370,18961,62954,206391,2469781,2806457,4.792385,0.953577,0.022432,0.023991,48370,18961,62954,206391,2469781,2806457,4.792385,0.953577,0.022432,0.023991,133,17,46,135,1602,1933,4.580962,0.898603,0.023797,0.0776,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-05,US,ios-all,1621328561,1621328561,,48469,18974,63026,206539,2471276,2808284,4.792261,0.953541,0.022443,0.024016,48469,18974,63026,206539,2471276,2808284,4.792261,0.953541,0.022443,0.024016,99,13,72,148,1495,1827,4.60208,0.899288,0.039409,0.061303,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-06,US,ios-all,1621328561,1621328561,,48492,18977,63046,206596,2471938,2809049,4.792247,0.953538,0.022444,0.024018,48492,18977,63046,206596,2471938,2809049,4.792247,0.953538,0.022444,0.024018,23,3,20,57,662,765,4.741176,0.939869,0.026144,0.033987,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-07,US,ios-all,1621328561,1621328561,,48569,18993,63100,206722,2473658,2811042,4.792185,0.953518,0.022447,0.024035,48569,18993,63100,206722,2473658,2811042,4.792185,0.953518,0.022447,0.024035,77,16,54,126,1720,1993,4.703964,0.926242,0.027095,0.046663,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-08,US,ios-all,1621328561,1621328561,,48594,19003,63156,206904,2475528,2813185,4.792192,0.953521,0.02245,0.024029,48594,19003,63156,206904,2475528,2813185,4.792192,0.953521,0.02245,0.024029,25,10,56,182,1870,2143,4.802147,0.957536,0.026132,0.016332,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-09,US,ios-all,1621328561,1621328561,,48613,19009,63198,207018,2476828,2814666,4.792198,0.953522,0.022453,0.024025,48613,19009,63198,207018,2476828,2814666,4.792198,0.953522,0.022453,0.024025,19,6,42,114,1300,1481,4.802836,0.95476,0.028359,0.01688,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-10,US,ios-all,1621328561,1621328561,,48644,19021,63262,207200,2479173,2817300,4.792226,0.953527,0.022455,0.024018,48644,19021,63262,207200,2479173,2817300,4.792226,0.953527,0.022455,0.024018,31,12,64,182,2345,2634,4.821564,0.959377,0.024298,0.016325,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-11,US,ios-all,1621328561,1621328561,,48657,19023,63304,207282,2480407,2818673,4.792247,0.95353,0.022459,0.024011,48657,19023,63304,207282,2480407,2818673,4.792247,0.95353,0.022459,0.024011,13,2,42,82,1234,1373,4.836854,0.958485,0.03059,0.010925,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-12,US,ios-all,1621328561,1621328561,,48671,19030,63336,207376,2481446,2819859,4.792251,0.953531,0.022461,0.024009,48671,19030,63336,207376,2481446,2819859,4.792251,0.953531,0.022461,0.024009,14,7,32,94,1039,1186,4.801855,0.955312,0.026981,0.017707,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-13,US,ios-all,1621328561,1621328561,,48693,19033,63368,207566,2483472,2822132,4.792294,0.953548,0.022454,0.023998,48693,19033,63368,207566,2483472,2822132,4.792294,0.953548,0.022454,0.023998,22,3,32,190,2026,2273,4.845579,0.974923,0.014078,0.010999,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-14,US,ios-all,1621328561,1621328561,,48720,19045,63406,207738,2485234,2824143,4.792303,0.953554,0.022451,0.023995,48720,19045,63406,207738,2485234,2824143,4.792303,0.953554,0.022451,0.023995,27,12,38,172,1762,2011,4.805072,0.961711,0.018896,0.019393,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-15,US,ios-all,1621328561,1621328561,,48730,19051,63422,207844,2486111,2825158,4.792309,0.953559,0.022449,0.023992,48730,19051,63422,207844,2486111,2825158,4.792309,0.953559,0.022449,0.023992,10,6,16,106,877,1015,4.806897,0.968473,0.015764,0.015764,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-16,US,ios-all,1621328561,1621328561,,48761,19066,63452,207950,2487472,2826701,4.792303,0.953558,0.022447,0.023995,48761,19066,63452,207950,2487472,2826701,4.792303,0.953558,0.022447,0.023995,31,15,30,106,1361,1543,4.78289,0.950745,0.019443,0.029812,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-17,US,ios-all,1621328561,1621328561,,48781,19081,63502,208128,2489535,2829027,4.792332,0.953566,0.022447,0.023988,48781,19081,63502,208128,2489535,2829027,4.792332,0.953566,0.022447,0.023988,20,15,50,178,2063,2326,4.826741,0.963457,0.021496,0.015047,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-18,US,ios-all,1621328561,1621328561,,48819,19086,63549,208274,2491215,2830943,4.792329,0.953565,0.022448,0.023987,48819,19086,63549,208274,2491215,2830943,4.792329,0.953565,0.022448,0.023987,38,5,47,146,1680,1916,4.787578,0.953027,0.02453,0.022443,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-19,US,ios-all,1621328561,1621328561,,48862,19098,63599,208430,2492874,2832863,4.792306,0.95356,0.02245,0.02399,48862,19098,63599,208430,2492874,2832863,4.792306,0.95356,0.02245,0.02399,43,12,50,156,1659,1920,4.758333,0.945312,0.026042,0.028646,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-20,US,ios-all,1621328561,1621328561,,48892,19111,63633,208581,2494456,2834673,4.792305,0.953562,0.022448,0.02399,48892,19111,63633,208581,2494456,2834673,4.792305,0.953562,0.022448,0.02399,30,13,34,151,1582,1810,4.79116,0.957459,0.018785,0.023757,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-21,US,ios-all,1621328561,1621328561,,48906,19115,63653,208653,2495331,2835658,4.792313,0.953565,0.022447,0.023988,48906,19115,63653,208653,2495331,2835658,4.792313,0.953565,0.022447,0.023988,14,4,20,72,875,985,4.817259,0.961421,0.020305,0.018274,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-22,US,ios-all,1621328561,1621328561,,48933,19124,63704,208794,2496934,2837489,4.792314,0.953564,0.022451,0.023985,48933,19124,63704,208794,2496934,2837489,4.792314,0.953564,0.022451,0.023985,27,9,51,141,1603,1831,4.793555,0.952485,0.027854,0.019661,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-23,US,ios-all,1621328561,1621328561,,48953,19139,63761,209004,2499235,2840092,4.792347,0.953574,0.02245,0.023975,48953,19139,63761,209004,2499235,2840092,4.792347,0.953574,0.02245,0.023975,20,15,57,210,2301,2603,4.827507,0.964656,0.021898,0.013446,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-24,US,ios-all,1621328561,1621328561,,48962,19142,63794,209108,2500385,2841391,4.792366,0.95358,0.022452,0.023969,48962,19142,63794,209108,2500385,2841391,4.792366,0.95358,0.022452,0.023969,9,3,33,104,1150,1299,4.834488,0.965358,0.025404,0.009238,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-25,US,ios-all,1621328561,1621328561,,48992,19160,63840,209274,2502388,2843654,4.792379,0.953584,0.02245,0.023966,48992,19160,63840,209274,2502388,2843654,4.792379,0.953584,0.02245,0.023966,30,18,46,166,2003,2263,4.809103,0.958462,0.020327,0.021211,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-26,US,ios-all,1621328561,1621328561,,49012,19173,63890,209460,2504414,2845949,4.792404,0.953592,0.022449,0.023959,49012,19173,63890,209460,2504414,2845949,4.792404,0.953592,0.022449,0.023959,20,13,50,186,2026,2295,4.823529,0.963834,0.021786,0.014379,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-27,US,ios-all,1621328561,1621328561,,49034,19175,63961,209685,2507047,2848902,4.792458,0.953607,0.022451,0.023942,49034,19175,63961,209685,2507047,2848902,4.792458,0.953607,0.022451,0.023942,22,2,71,225,2633,2953,4.843888,0.967829,0.024043,0.008127,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-28,US,ios-all,1621328561,1621328561,,49068,19188,64032,209914,2509866,2852068,4.792497,0.953617,0.022451,0.023932,49068,19188,64032,209914,2509866,2852068,4.792497,0.953617,0.022451,0.023932,34,13,71,229,2819,3166,4.827543,0.962729,0.022426,0.014845,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-29,US,ios-all,1621328561,1621328561,,49078,19191,64071,210011,2511268,2853619,4.792531,0.953624,0.022453,0.023924,49078,19191,64071,210011,2511268,2853619,4.792531,0.953624,0.022453,0.023924,10,3,39,97,1402,1551,4.855577,0.966473,0.025145,0.008382,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-30,US,ios-all,1621328561,1621328561,,49128,19215,64152,210292,2514655,2857442,4.792558,0.953632,0.022451,0.023918,49128,19215,64152,210292,2514655,2857442,4.792558,0.953632,0.022451,0.023918,50,24,81,281,3387,3823,4.812974,0.959456,0.021188,0.019357,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2024-12-31,US,ios-all,1621328561,1621328561,,49153,19227,64219,210518,2517107,2860224,4.792587,0.95364,0.022452,0.023907,49153,19227,64219,210518,2517107,2860224,4.792587,0.95364,0.022452,0.023907,25,12,67,226,2452,2782,4.821711,0.962617,0.024083,0.0133,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-01,US,ios-all,1621328561,1621328561,,49159,19229,64237,210616,2518106,2861347,4.792611,0.953649,0.02245,0.023901,49159,19229,64237,210616,2518106,2861347,4.792611,0.953649,0.02245,0.023901,6,2,18,98,999,1123,4.853963,0.976848,0.016028,0.007124,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-02,US,ios-all,1621328561,1621328561,,49196,19242,64311,210903,2520784,2864436,4.792617,0.953656,0.022452,0.023892,49196,19242,64311,210903,2520784,2864436,4.792617,0.953656,0.022452,0.023892,37,13,74,287,2678,3089,4.79864,0.959858,0.023956,0.016186,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-03,US,ios-all,1621328561,1621328561,,49219,19243,64370,211084,2522973,2866889,4.792657,0.953667,0.022453,0.02388,49219,19243,64370,211084,2522973,2866889,4.792657,0.953667,0.022453,0.02388,23,1,59,181,2189,2453,4.83938,0.966164,0.024052,0.009784,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-04,US,ios-all,1621328561,1621328561,,49226,19248,64400,211173,2524133,2868180,4.792684,0.953673,0.022453,0.023874,49226,19248,64400,211173,2524133,2868180,4.792684,0.953673,0.022453,0.023874,7,5,30,89,1160,1291,4.851278,0.967467,0.023238,0.009295,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-05,US,ios-all,1621328561,1621328561,,49247,19250,64432,211351,2526202,2870482,4.792734,0.953691,0.022446,0.023863,49247,19250,64432,211351,2526202,2870482,4.792734,0.953691,0.022446,0.023863,21,2,32,178,2069,2302,4.855778,0.976108,0.013901,0.009991,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-06,US,ios-all,1621328561,1621328561,,49273,19261,64477,211540,2528503,2873054,4.792775,0.953704,0.022442,0.023854,49273,19261,64477,211540,2528503,2873054,4.792775,0.953704,0.022442,0.023854,26,11,45,189,2301,2572,4.838258,0.968118,0.017496,0.014386,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-07,US,ios-all,1621328561,1621328561,,49304,19275,64547,211707,2530642,2875475,4.792785,0.953703,0.022447,0.02385,49304,19275,64547,211707,2530642,2875475,4.792785,0.953703,0.022447,0.02385,31,14,70,167,2139,2421,4.804626,0.952499,0.028914,0.018587,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
2025-01-08,US,ios-all,1621328561,1621328561,,49310,19279,64585,211811,2531767,2876752,4.792802,0.953707,0.022451,0.023843,49310,19279,64585,211811,2531767,2876752,4.792802,0.953707,0.022451,0.023843,6,4,38,104,1125,1277,4.830854,0.962412,0.029757,0.007831,MONOPOLY GO!,MONOPOLY GO!,Scopely,"Scopely, Inc.",apple-store,Games
